,Hymn Number,Hymn Title,Hymn Text
11,66," Praise, My Soul, the King of Heaven",". Praise, my soul, the King of heaven,
to the throne thy tribute bring;
ransomed, healed, restored, forgiven,
evermore God's praises sing.
Alleluia! Alleluia!
Praise the everlasting King.. Praise the Lord for grace and favor
to all people in distress;
praise God, still the same as ever,
slow to chide, and swift to bless.
Alleluia! Alleluia!
Glorious now God's faithfulness.. Father-like, God tends and spares us;
well our feeble frame God knows;
mother-like, God gently bears us,
rescues us from all our foes.
Alleluia! Alleluia!
Widely yet God's mercy flows.. Angels in the heights, adoring,
you behold God face to face;
saints triumphant, now adoring,
gathered in from every race.
Alleluia! Alleluia!
Praise with us the God of grace."
12,66b," Praise, My Soul, the King of Heaven",". Praise, my soul, the King of heaven,
to the throne thy tribute bring;
ransomed, healed, restored, forgiven,
evermore God's praises sing.
Alleluia! Alleluia!
Praise the everlasting King.. Praise the Lord for grace and favor
to all people in distress;
praise God, still the same as ever,
slow to chide, and swift to bless.
Alleluia! Alleluia!
Glorious now God's faithfulness.. Fatherlike, God tends and spares us;
well our feeble frame God knows;
motherlike, God gently bears us,
rescues us from all our foes.
Alleluia! Alleluia!
Widely yet God's mercy flows.. Angels in the heights, adoring,
you behold God face to face;
saints triumphant, now adoring,
gathered in from every race.
Alleluia! Alleluia!
Praise with us the God of grace."
13,67," We, Thy People, Praise Thee","e, thy people, praise thee, praise thee, God of every nation!
We, thy people, praise thee, praise thee, Lord of Hosts eternal! Days of wonder, days of beauty, days of rapture filled with light
tell thy goodness, tell thy mercies, tell thy glorious might.
We, thy people, praise thee, praise thee, praise thee evermore! For thy blessings, for thy bounty, joyful songs to thee we sing,
songs of glory, songs of triumph to our God and King.
We, thy people, praise thee, praise thee, praise thee evermore!"
14,67,,
15,68, When in Our Music God Is Glorified," When in our music God is glorified,
and adoration leaves no room for pride,
it is as though the whole creation cried
Alleluia! How often, making music, we have found
a new dimension in the world of sound,
as worship moved us to a more profound
Alleluia! So has the church in liturgy and song,
in faith and love, through centuries of wrong,
borne witness to the truth in every tongue,
Alleluia! And did not Jesus sing a psalm that night
when utmost evil strove against the light?
Then let us sing, for whom he won the fight:
Alleluia! Let every instrument be tuned for praise!
Let all rejoice who have a voice to raise!
And may God give us faith to sing always
Alleluia!"
16,68b, When in Our Music God Is Glorified,
17,69, For True Singing,
18,70, Glory Be to the Father,"lory be to the Father and to the Son and to the Holy Ghost;
as it was in the beginning, is now, and ever shall be,
world without end. Amen. Amen."
19,70,,
20,71, Glory Be to the Father,"lory be to the Father and to the Son and to the Holy Ghost;
as it was in the beginning, is now, and ever shall be,
world without end. Amen. Amen."
21,71,,
22,72," Gloria, Gloria","loria, gloria, in excelsis Deo!
Gloria, gloria! Alleluia! Alleluia!"
23,72,,
24,73, O Worship the King,". O worship the King, all glorious above,
O gratefully sing God's power and God's love;
our Shield and Defender, the Ancient of Days,
pavilioned in splendor, and girded with praise.. O tell of God's might, O sing of God's grace,
whose robe is the light, whose canopy space,
whose chariots of wrath the deep thunderclouds form,
and dark is God's path on the wings of the storm.. The earth with its store of wonders untold,
Almighty, thy power hath founded of old;
hath stablished it fast by a changeless decree,
and round it hath cast, like a mantle, the sea.. Thy bountiful care, what tongue can recite?
It breathes in the air, it shines in the light;
it streams from the hills, it descends to the plain,
and sweetly distills in the dew and the rain.. Frail children of dust, and feeble as frail,
in thee do we trust, nor find thee to fail;
thy mercies how tender, how firm to the end,
our Maker, Defender, Redeemer, and Friend."
25,73,,
26,74, Canticle of Thanksgiving (Jubilate),
27,75, All People That on Earth Do Dwell,". All people that on earth do dwell,
sing to the Lord with cheerful voice.
Him serve with mirth, his praise forth tell;
come ye before him and rejoice.. Know that the Lord is God indeed;
without our aid he did us make;
we are his folk, he doth us feed,
and for his sheep he doth us take.. O enter then his gates with praise;
approach with joy his courts unto;
praise, laud, and bless his name always,
for it is seemly so to do.. For why! the Lord our God is good;
his mercy is forever sure;
his truth at all times firmly stood,
and shall from age to age endure."
28,75,,
29,76, Trinity Sunday,
30,77, How Great Thou Art,
31,77,,
32,78, Heleluyan (Alleluia),"eleluyan, heleluyan; hele, heleluyan;
Heleluyan, heleluyan; hele, heleluyan."
33,78,,
34,79," Holy God, We Praise Thy Name",
35,80, Canticle of the Holy Trinity,"esponse (General)
Sing praise to God, who reigns above, the God of all creation."
36,80,,
37,81," ¡Canta, Débora, Canta!",
38,82, Canticle of God's Glory,"lory be to God on high, and on earth
peace, good will to all.
We praise thee, we bless thee, we worship thee,
we glorify thee, we give thanks to thee for thy great glory:
O Lord God, heavenly King, God the Father Almighty.
O Lord, the only begotten Son, Jesus Christ;
O Lord God, Lamb of God, Son of the Father,
that takest away the sins of the world,
have mercy upon us.
Thou that takest away the sins of the world,
receive our prayer.
Thou that sittest at the right hand of God the Father,
have mercy upon us.
For thou only art holy; thou only art the Lord;
thou only, O Christ, with the Holy Ghost,
art most high in the glory of God the Father. Amen"
39,82,,
40,83, Canticle of God's Glory,"lory to God in the highest,
and peace to God's people on earth."
41,83,,
42,84," Thank You, Lord","hank you, Lord. Thank you, Lord. Thank you, Lord.
I just want to thank you, Lord."
43,84,,
44,85, We Believe in One True God,". We believe in one true God,
Father, Son, and Holy Ghost,
ever present help in need,
praised by all the heavenly host;
by whose mighty power alone
all is made and wrought and done.. We believe in Jesus Christ,
Son of God and Mary's Son,
who descended from his throne
and for us salvation won;
by whose cross and death are we
rescued from sin's misery.. We confess the Holy Ghost,
who from both fore'er proceeds;
who upholds and comforts us
in all trials, fears, and needs.
Blest and Holy Trinity,
praise forever be to thee!"
45,85,,
46,86, Mountains Are All Aglow,
47,87, What Gift Can We Bring,"o view this media, please accept the license agreement:n order to use resources from the Hope Publishing Company, you must reside in the United States or Canada. Hope Publishing Company owns or administers the contents in these territories.
You may download one copy of this selection for your own personal use. To make any further copies or to perform the work you must get permission from Hope Publishing Company or belong to and report the copying activity to CCLI, LicenSing or OneLicense.net. By selecting ""I Agree"" you are verifying that you reside in the U.S. or Canada and will only legally use this selection."
48,87,,
49,88," Maker, in Whom We Live",". Maker, in whom we live,
in whom we are and move,
the glory, power, and praise receive
for thy creating love.
Let all the angel throng
give thanks to God on high,
while earth repeats the joyful song
and echoes to the sky.. Incarnate Deity,
let all the ransomed race
render in thanks their lives to thee
for thy redeeming grace.
The grace to sinners showed
ye heavenly choirs proclaim,
and cry, ""Salvation to our God,
salvation to the Lamb!"". Spirit of Holiness,
let all thy saints adore
thy sacred energy, and bless
thine heart-renewing power.
Not angel tongues can tell
thy love's ecstatic height,
the glorious joy unspeakable,
the beatific sight.. Eternal, Triune God,
let all the hosts above,
let all on earth below record
and dwell upon thy love.
When heaven and earth are fled
before thy glorious face,
sing all the saints thy love hath made
thine everlasting praise."
50,88,,
51,89," Joyful, Joyful, We Adore Thee",". Joyful, joyful, we adore thee,
God of glory, Lord of love;
hearts unfold like flowers before thee,
opening to the sun above.
Melt the clouds of sin and sadness;
drive the dark of doubt away.
Giver of immortal gladness,
fill us with the light of day!. All thy works with joy surround thee,
earth and heaven reflect thy rays,
stars and angels sing around thee,
center of unbroken praise.
Field and forest, vale and mountain,
flowery meadow, flashing sea,
chanting bird and flowing fountain,
call us to rejoice in thee.. Thou art giving and forgiving,
ever blessing, ever blest,
wellspring of the joy of living,
ocean depth of happy rest!
Thou our Father, Christ our brother,
all who live in love are thine;
teach us how to love each other,
lift us to the joy divine.. Mortals, join the mighty chorus
which the morning stars began;
love divine is reigning o'er us,
binding all within its span.
Ever singing, march we onward,
victors in the midst of strife;
joyful music leads us sunward,
in the triumph song of life."
52,89,,
53,90, Ye Watchers and Ye Holy Ones,". Ye watchers and ye holy ones,
bright seraphs, cherubim, and thrones,
raise the glad strain, Alleluia!
Cry out, dominions, princedoms, powers,
virtues, archangels, angels' choirs:efrain:
Alleluia! Alleluia!
Alleluia! Alleluia! Alleluia!. O higher than the cherubim,
more glorious than the seraphim,
lead their praises, Alleluia!
Thou bearer of th' eternal Word,
most gracious, magnify the Lord: (Refrain). Respond, ye souls in endless rest,
ye patriarchs and prophets blest,
Alleluia! Alleluia!
Ye holy twelve, ye martyrs strong,
all saints triumphant, raise the song: (Refrain). O friends, in gladness let us sing,
supernal anthems echoing,
Alleluia! Alleluia!
To God the Father, God the Son,
and God the Spirit, Three in One: (Refrain)"
54,90,,
55,91, Canticle of Praise to God (Venite Exultemus)," O come, let us sing unto the Lord;
let us heartily rejoice in the strength of our salvation. Let us come before his presence with thanksgiving;
and show ourselves glad in him with psalms. For the Lord is a great God,
and a great King above all gods. In his hand are all the corners of the earth;
and the strength of the hills is his also. The sea is his, and he made it;
and his hands prepared the dry land. O come let us worship and fall down,
and kneel before the Lord our Maker. For he is the Lord our God;
and we are the people of his pasture and the sheep of his hand. O worship the Lord in the beauty of holiness;
let the whole earth stand in awe of him. For he cometh, for he cometh to judge the earth;
and with righteousness to judge the world,
and the peoples with his truth.0 Glory be to the Father and to the Son,
and to the Holy Ghost;
As it was in the beginning, is now, and ever shall be,
world without end. Amen."
56,91,,
57,92, For the Beauty of the Earth,". For the beauty of the earth,
for the glory of the skies,
for the love which from our birth
over and around us lies;efrain: Lord of all, to thee we raise
this our hymn of grateful praise.. For the beauty of each hour
of the day and of the night,
hill and vale, and tree and flower,
sun and moon, and stars of light; (Refrain). For the joy of ear and eye,
for the heart and mind's delight,
for the mystic harmony
linking sense to sound and sight; (Refrain). For the joy of human love,
brother, sister, parent, child,
friends on earth and friends above,
for all gentle thoughts and mild; (Refrain). For thy church, that evermore
lifteth holy hands above,
offering up on every shore
her pure sacrifice of love; (Refrain). For thyself, best Gift Divine,
to the world so freely given,
for that great, great love of thine,
peace on earth, and joy in heaven: (Refrain)"
58,92,,
59,93, Let All the World in Every Corner Sing,"ntiphon:
Let all the world in every corner sing:
my God and King! The heavens are not too high,
God's praise may thither fly;
the earth is not too low,
God's praises there may grow. [Antiphon] The church with psalms must shout,
no door can keep them out.
But, more than all,
the heart must bear the longest part. [Antiphon]"
60,93,,
61,94," Praise God, from Whom All Blessings Flow",
62,95," Praise God, from Whom All Blessings Flow","raise God, from whom all blessings flow;
praise Him, all creatures here below;
praise Him above, ye heavenly host;
praise Father, Son, and Holy Ghost.
Amen."
63,95,,
64,96, Praise the Lord Who Reigns Above,". Praise the Lord who reigns above
and keeps his court below;
praise the holy God of love
and all his greatness show;
praise him for his noble deeds,
praise him for his matchless power;
him from whom all good proceeds
let earth and heaven adore.. Celebrate th' eternal God
with harp and psaltery,
timbrels soft and cymbals loud
in this high praise agree;
praise with every tuneful string;
all the reach of heavenly art,
all the powers of music bring,
the music of the heart.. God, in whom they move and live,
let every creature sing,
glory to their Maker give,
and homage to their King.
Hallowed be thy name beneath,
as in heaven on earth adored;
praise the Lord in every breath,
let all things praise the Lord."
65,96,,
66,97, For the Fruits of This Creation,
67,97b, For the Fruits of This Creation," For the fruits of this creation,
thanks be to God;
for good gifts to every nation,
thanks be to God;
for the plowing, sowing, reaping,
silent growth while we are sleeping,
future needs in earth's safekeeping,
thanks be to God. In the just reward of labor,
God's will is done;
in the help we give our neighbor,
God's will is done;
in our worldwide task of caring
for the hungry and despairing,
in the harvests we are sharing,
God's will is done. For the harvests of the Spirit,
thanks be to God;
for the good we all inherit,
thanks be to God;
for the wonders that astound us,
for the truths that still confound us,
most of all, that love has found us,
thanks be to God."
68,98, To God Be the Glory,". To God be the glory, great things he hath done!
So loved he the world that he gave us his Son,
who yielded his life an atonement for sin,
and opened the life-gate that all may go in.efrain:
Praise the Lord, praise the Lord,
let the earth hear his voice!
Praise the Lord, praise the Lord,
let the people rejoice!
O come to the Father thru Jesus the Son,
and give him the glory, great things he hath done!. O perfect redemption, the purchase of blood,
to every believer the promise of God;
the vilest offender who truly believes,
that moment from Jesus a pardon receives. Refrain). Great things he hath taught us, great things he hath done,
and great our rejoicing thru Jesus the Son;
but purer, and higher, and greater will be
our wonder, our transport, when Jesus we see. (Refrain)"
69,98,,
70,99, My Tribute,
71,100," God, Whose Love Is Reigning o'er Us",
72,101, From All That Dwell Below the Skies,". From all that dwell below the skies,
let the Creator's praise arise;
let the Redeemer's name be sung,
through every land by every tongue.. Eternal are thy mercies, Lord;
eternal truth attends thy word.
Thy praise shall sound from shore to shore,
till suns shall rise and set no more.. Your lofty themes, ye mortals, bring,
in songs of praise divinely sing;
the great salvation loud proclaim,
and shout for joy the Savior's name.. In every land begin the song;
to every land the strains belong;
in cheerful sounds all voices raise,
and fill the world with loudest praise."
73,101,,
74,102, Now Thank We All Our God,". Now thank we all our God,
with heart and hands and voices,
who wondrous things has done,
in whom this world rejoices;
who from our mothers' arms
has blessed us on our way
with countless gifts of love,
and still is ours today.. O may this bounteous God
through all our life be near us,
with ever joyful hearts
and blessed peace to cheer us;
and keep us still in grace,
and guide us when perplexed;
and free us from all ills,
in this world and the next.. All praise and thanks to God
the Father now be given;
the Son, and him who reigns
with them in highest heaven;
the one eternal God,
whom earth and heaven adore;
for thus it was, is now,
and shall be evermore."
75,102,,
76,103," Immortal, Invisible, God Only Wise",". Immortal, invisible, God only wise,
in light inaccessible hid from our eyes,
most blessed, most glorious, the Ancient of Days,
almighty, victorious, thy great name we praise.. Unresting, unhasting, and silent as light,
nor wanting, nor wasting, thou rulest in might;
thy justice like mountains high soaring above
thy clouds which are fountains of goodness and love.. To all, life thou givest, to both great and small;
in all life thou livest, the true life of all;
we blossom and flourish as leaves on the tree,
and wither and perish, but naught changeth thee.. Thou reignest in glory; thou dwellest in light;
thine angels adore thee, all veiling their sight;
all laud we would render: O help us to see
'tis only the splendor of light hideth thee."
77,103,,
78,104, Praising God of Many Names,
79,105, God of Many Names,
80,106, God Is Able,
81,107, Righteous and Just Is the Word of Our Lord,
82,108, God Hath Spoken by the Prophets,
83,108,,
84,109," Creating God, Your Fingers Trace"," Creating God, your fingers trace
the bold designs of farthest space;
let sun and moon and stars and light
and what lies hidden praise your might. Sustaining God, your hands uphold
earth's mysteries known or yet untold;
let water's fragile blend with air,
enabling life, proclaim your care. Redeeming God, your arms embrace
all now despised for creed or race;
let peace, descending like a dove,
make known on earth your healing love. Indwelling God, your gospel claims
one family with a billion names;
let every life be touched by grace
until we praise you face to face."
85,109,,
86,110, A Mighty Fortress Is Our God,". A mighty fortress is our God,
a bulwark never failing;
our helper he amid the flood
of mortal ills prevailing.
For still our ancient foe
doth seek to work us woe;
his craft and power are great,
and armed with cruel hate,
on earth is not his equal.. Did we in our own strength confide,
our striving would be losing,
were not the right man on our side,
the man of God's own choosing.
Dost ask who that may be?
Christ Jesus, it is he;
Lord Sabaoth, his name,
from age to age the same,
and he must win the battle.. And though this world, with devils filled,
should threaten to undo us,
we will not fear, for God hath willed
his truth to triumph through us.
The Prince of Darkness grim,
we tremble not for him;
his rage we can endure,
for lo, his doom is sure;
one little word shall fell him.. That word above all earthly powers,
no thanks to them, abideth;
the Spirit and the gifts are ours,
thru him who with us sideth.
Let goods and kindred go,
this mortal life also;
the body they may kill;
God's truth abideth still;
his kingdom is forever."
87,110,,
88,111, How Can We Name a Love," How can we name a Love
that wakens heart and mind,
indwelling all we know
or think or do
or seek or find?
Within our daily world,
in every human face,
Love's echoes sound
and God is found,
hid in the commonplace. If we awoke to life
built on a rock of care
that asked no great reward
but firm, assured,
was simply there,
we can, with parents' names,
describe, and thus adore,
Love unconfined,
a father kind,
a mother strong and sure. When people share a task,
and strength and skills unite
in projects old or new,
to make or do
with shared delight,
our Friend and Partner's will
is better understood,
that all should share,
create, and care,
and know that life is good. So in a hundred names,
each day we all can meet
a presence, sensed and shown
at work, at home,
or in the street.
Yet every name we see,
shines in a brighter sun:
In Christ alone
is Love full grown
and life and hope begun."
89,111,,
90,112, Canticle of Wisdom,
91,113," Source and Sovereign, Rock and Cloud",
92,114," Many Gifts, One Spirit",
93,115, How Like a Gentle Spirit,
94,116, The God of Abraham Praise,". The God of Abraham praise,
who reigns enthroned above;
Ancient of Everlasting Days,
and God of love;
Jehovah, great I AM!
by earth and heaven confessed;
I bow and bless the sacred name
forever blest.. The great I AM has sworn;
I on this oath depend.
I shall, on eagle wings upborne,
to heaven ascend.
I shall behold God's face;
I shall God's power adore,
and sing the wonders of God's grace
forevermore.. The heavenly land I see,
with peace and plenty blest;
a land of sacred liberty,
and endless rest.
There milk and honey flow,
and oil and wine abound,
and trees of life forever grow
with mercy crowned.. The God who reigns on high
the great archangels sing,
and ""Holy, holy, holy!"" cry,
""Almighty King!
Who was, and is, the same,
and evermore shall be:
Jehovah, Lord, the great I AM,
we worship thee!"""
95,116,,
96,117," O God, Our Help in Ages Past",". O God, our help in ages past,
our hope for years to come,
our shelter from the stormy blast,
and our eternal home!. Under the shadow of thy throne,
still may we dwell secure;
sufficient is thine arm alone,
and our defense is sure.. Before the hills in order stood,
or earth received her frame,
from everlasting, thou art God,
to endless years the same.. A thousand ages, in thy sight,
are like an evening gone;
short as the watch that ends the night,
before the rising sun.. Time, like an ever rolling stream,
bears all who breathe away;
they fly forgotten, as a dream
dies at the opening day.. O God, our help in ages past,
our hope for years to come;
be thou our guide while life shall last,
and our eternal home."
97,117,,
98,118, The Care the Eagle Gives Her Young," The care the eagle gives her young, safe in her lofty nest,
is like the tender love of God for us made manifest. As when the time to venture comes, she stirs them out to flight,
so we are pressed to boldly try, to strive for daring height. And if we flutter helplessly, as fledgling eagles fall,
beneath us lift God's mighty wings to bear us, one and all."
99,118,,
100,119, O God in Heaven,
101,120," Your Love, O God",
102,120b," Your Love, O God",
103,121, There's a Wideness in God's Mercy," There’s a wideness in God’s mercy
like the wideness of the sea;
there’s a kindness in God's justice,
which is more than liberty. There is welcome for the sinner,
and more graces for the good!
There is mercy with the Savior;
there is healing in his blood. For the love of God is broader
than the measure of our mind;
and the heart of the Eternal
is most wonderfully kind. If our love were but more simple,
we should rest upon God's word;
and our lives would be illumined
by the presence of our Lord."
104,121b, There's a Wideness in God's Mercy," There’s a wideness in God’s mercy,
like the wideness of the sea;
there’s a kindness in God's justice,
which is more than liberty. There is welcome for the sinner,
and more graces for the good!
There is mercy with the Savior;
there is healing in his blood. For the love of God is broader
than the measure of our mind;
and the heart of the Eternal
is most wonderfully kind. If our love were but more simple,
we should rest upon God's word;
and our lives would be illumined
by the presence of our Lord."
105,122, God of the Sparrow God of the Whale,
106,123, El Shaddai,
107,124, Seek the Lord,
108,124,,
109,125, Canticle of Covenant Faithfulness,
110,126, Sing Praise to God Who Reigns Above,". Sing praise to God who reigns above,
the God of all creation,
the God of power, the God of love,
the God of our salvation.
With healing balm my soul is filled
and every faithless murmur stilled:
To God all praise and glory.. The Lord is never far away,
but through all grief distressing,
an ever present help and stay,
our peace and joy and blessing.
As with a mother's tender hand,
God gently leads the chosen band:
To God all praise and glory.. Thus, all my toilsome way along,
I sing aloud thy praises,
that earth may hear the grateful song
my voice unwearied raises.
Be joyful in the Lord, my heart,
both soul and body bear your part:
To God all praise and glory.. Let all who name Christ's holy name
give God all praise and glory;
let all who own his power proclaim
aloud the wondrous story!
Cast each false idol from its throne,
for Christ is Lord, and Christ alone:
To God all praise and glory."
111,126,,
112,127," Guide Me, O Thou Great Jehovah",". Guide me, O thou great Jehovah,
pilgrim through this barren land.
I am weak, but thou art mighty;
hold me with thy powerful hand.
Bread of heaven, bread of heaven,
feed me till I want no more;
feed me till I want no more.. Open now the crystal fountain,
whence the healing stream doth flow;
let the fire and cloudy pillar
lead me all my journey through.
Strong deliverer, strong deliverer,
be thou still my strength and shield;
be thou still my strength and shield.. When I tread the verge of Jordan,
bid my anxious fears subside;
death of death and hell's destruction,
land me safe on Canaan's side.
Songs of praises, songs of praises,
I will ever give to thee;
I will ever give to thee."
113,127,,
114,128, He Leadeth Me: O Blessed Thought,". He leadeth me: O blessed thought!
O words with heavenly comfort fraught!
Whate'er I do, where'er I be,
still 'tis God's hand that leadeth me.efrain:
He leadeth me, he leadeth me,
by his own hand he leadeth me;
his faithful follower I would be,
for by his hand he leadeth me.. Sometimes mid scenes of deepest gloom,
sometimes where Eden's bowers bloom,
by waters still, o'er troubled sea,
still 'tis his hand that leadeth me. [Refrain]. Lord, I would place my hand in thine,
nor ever murmur nor repine;
content, whatever lot I see,
since 'tis my God that leadeth me. [Refrain]. And when my task on earth is done,
when by thy grace the victory's won,
e'en death's cold wave I will not flee,
since God through Jordan leadeth me. [Refrain]"
115,128,,
116,129, Give to the Winds Thy Fears,". Give to the winds thy fears;
hope and be undismayed.
God hears thy sighs and counts thy tears,
God shall lift up thy head.. Through waves and clouds and storms,
God gently clears thy way;
wait thou God's time; so shall this night
soon end in joyous day.. Leave to God's sovereign sway
to choose and to command;
so shalt thou, wondering, own that way,
how wise, how strong this hand.. Let us in life, in death,
thy steadfast truth declare,
and publish with our latest breath
thy love and guardian care."
117,129,,
118,130, God Will Take Care of You,". Be not dismayed whate'er betide,
God will take care of you;
beneath his wings of love abide,
God will take care of you.efrain:
God will take care of you,
through every day, o'er all the way;
he will take care of you,
God will take care of you.. Through days of toil when heart doth fail,
God will take care of you;
when dangers fierce your path assail,
God will take care of you. [Refrain]. All you may need he will provide,
God will take care of you;
nothing you ask will be denied,
God will take care of you. [Refrain]. No matter what may be the test,
God will take care of you;
lean, weary one, upon his breast,
God will take care of you. [Refrain]"
119,130,,
120,131, We Gather Together,". We gather together
to ask the Lord's blessing;
he chastens and hastens
his will to make known.
The wicked oppressing
now cease from distressing.
Sing praises to his name;
he forgets not his own.. Beside us to guide us,
our God with us joining,
ordaining, maintaining
his kingdom divine;
so from the beginning
the fight we were winning;
thou, Lord, wast at our side,
all glory be thine!. We all do extol thee,
thou leader triumphant,
and pray that thou still
our defender wilt be.
Let thy congregation
escape tribulation;
thy name be ever praised!
O Lord, make us free!"
121,131,,
122,132, All My Hope Is Firmly Grounded,
123,133, Leaning on the Everlasting Arms,". What a fellowship, what a joy divine,
leaning on the everlasting arms;
what a blessedness, what a peace is mine,
leaning on the everlasting arms.efrain:
Leaning, leaning,
safe and secure from all alarms;
leaning, leaning,
leaning on the everlasting arms.. O how sweet to walk in this pilgrim way,
leaning on the everlasting arms;
O how bright the path grows from day to day,
leaning on the everlasting arms.
(Refrain). What have I to dread, what have I to fear,
leaning on the everlasting arms?
I have blessed peace with my Lord so near,
leaning on the everlasting arms.
(Refrain)"
124,133,,
125,134," O Mary, Don't You Weep","efrain:
O Mary, don't you weep, don't you mourn,
O Mary, don't you weep, don't you mourn;
Pharaoh's army got drownded, O Mary, don't you weep. One of these mornings bright and fair,
goin'a take my wings and cleave the air;
Pharaoh's army got drowneded, O Mary, don't you weep. When I get to heaven goin'a sing and shout,
ain't nobody there goin'a turn me out;
Pharaoh's army got drowneded, O Mary, don't you weep. When I get to heaven goin'a put on my shoes,
goin'a run about and spread the news;
Pharaoh's army got drowneded, O Mary, don't you weep."
126,134,,
127,135, Canticle of Moses and Miriam,
128,136," The Lord's My Shepherd, I'll Not Want"," The Lord’s my shepherd, I’ll not want.
He makes me down to lie
in pastures green; he leadeth me
the quiet waters by. My soul he doth restore again,
and me to walk doth make
within the paths of righteousness,
e'en for his own name’s sake. Yea, though I walk in death’s dark vale,
yet will I fear no ill;
for thou art with me, and thy rod
and staff me comfort still. My table thou hast furnished
in presence of my foes;
my head thou dost with oil anoint,
and my cup overflows. Goodness and mercy all my life
shall surely follow me;
and in God’s house forevermore
my dwelling place shall be."
129,136,,
130,137, Psalm 23 (King James Version),
131,138, The King of Love My Shepherd Is,". The King of love my shepherd is,
whose goodness faileth never.
I nothing lack if I am his,
and he is mine forever.. Where streams of living water flow,
my ransomed soul he leadeth;
and where the verdant pastures grow,
with food celestial feedeth.. Perverse and foolish, oft I strayed,
but yet in love he sought me;
and on his shoulder gently laid,
and home, rejoicing, brought me.. In death's dark vale I fear no ill,
with thee, dear Lord, beside me;
thy rod and staff my comfort still,
thy cross before to guide me.. Thou spreadst a table in my sight;
thy unction grace bestoweth;
and oh, what transport of delight
from thy pure chalice floweth!. And so through all the length of days,
thy goodness faileth never;
Good Shepherd, may I sing thy praise
within thy house forever."
132,138,,
133,139," Praise to the Lord, the Almighty",
